"Brazil, Mobile",55006; 55007; 55008; 55009; 55016; 55017; 55018; 55019; 55026; 55027; 55028; 55029; 55036; 55037; 55038; 55039; 55046; 55047; 55048; 55049; 55056; 55057; 55058; 55059; 55066; 55067; 55068; 55069; 55076; 55077; 55078; 55079; 55086; 55087; 55088; 55089; 55096; 55097; 55098; 55099; 55106; 55107; 55108; 55109; 55111; 55116; 55117; 55118; 55119; 55126; 55127; 55128; 55129; 55136; 55137; 55138; 55139; 55146; 55147; 55148; 55149; 55156; 55157; 55158; 55159; 55166; 55167; 55168; 55169; 55176; 55177; 55178; 55179; 55186; 55187; 55188; 55189; 55196; 55197; 55198; 55199; 55206; 55207; 55208; 55209; 55216; 55217; 55218; 55219; 55226; 55227; 55228; 55229; 55236; 55237; 55238; 55239; 55246; 55247; 55248; 55249; 55256; 55257; 55258; 55259; 55266; 55267; 55268; 55269; 55276; 55277; 55278; 55279; 55286; 55287; 55288; 55289; 55296; 55297; 55298; 55299; 55306; 55307; 55308; 55309; 55316; 55317; 55318; 55319; 55326; 55327; 55328; 55329; 55336; 55337; 55338; 55339; 55346; 55347; 55348; 55349; 55356; 55357; 55358; 55359; 55366; 55367; 55368; 55369; 55376; 55377; 55378; 55379; 55386; 55387; 55388; 55389; 55396; 55397; 55398; 55399; 55406; 55407; 55408; 55409; 55416; 55417; 55418; 55419; 55426; 55427; 55428; 55429; 55436; 55437; 55438; 55439; 55446; 55447; 55448; 55449; 55456; 55457; 55458; 55459; 55466; 55467; 55468; 55469; 55476; 55477; 55478; 55479; 55486; 55487; 55488; 55489; 55496; 55497; 55498; 55499; 55506; 55507; 55508; 55509; 55516; 55517; 55518; 55519; 55526; 55527; 55528; 55529; 55536; 55537; 55538; 55539; 55546; 55547; 55548; 55549; 55556; 55557; 55558; 55559; 55566; 55567; 55568; 55569; 55576; 55577; 55578; 55579; 55586; 55587; 55588; 55589; 55596; 55597; 55598; 55599; 55606; 55607; 55608; 55609; 55616; 55617; 55618; 55626; 55627; 55628; 55629; 55636; 55637; 55638; 55639; 55646; 55647; 55648; 55649; 55656; 55657; 55658; 55659; 55666; 55667; 55668; 55669; 55676; 55677; 55678; 55679; 55686; 55687; 55688; 55689; 55696; 55697; 55698; 55699; 55706; 55707; 55708; 55709; 55716; 55717; 55718; 55719; 55726; 55727; 55728; 55729; 55736; 55737; 55738; 55739; 55746; 55747; 55748; 55749; 55756; 55757; 55758; 55759; 55766; 55767; 55768; 55769; 55776; 55777; 55778; 55779; 55786; 55787; 55788; 55789; 55796; 55797; 55798; 55799; 55806; 55807; 55808; 55809; 55816; 55817; 55818; 55819; 55826; 55827; 55828; 55829; 55836; 55837; 55838; 55839; 55846; 55847; 55848; 55849; 55856; 55857; 55858; 55859; 55866; 55867; 55868; 55869; 55876; 55877; 55878; 55879; 55886; 55887; 55888; 55889; 55896; 55897; 55898; 55899; 55906; 55907; 55908; 55909; 55916; 55917; 55918; 55919; 55926; 55927; 55928; 55929; 55936; 55937; 55938; 55939; 55946; 55947; 55948; 55949; 55956; 55957; 55958; 55959; 55966; 55967; 55968; 55969; 55976; 55977; 55978; 55979; 55986; 55987; 55988; 55989; 55996; 55997; 55998; 55999,0.3026
"Brazil, Mobile",55619,0.0895
"Brazil, Mobile, TIM",551152; 55115329; 5511533; 5511534; 55115350; 55115351; 5511542; 5511543; 5511544; 5511545; 5511546; 55115470; 55115471; 55115475; 55115476; 55115477; 55115478; 55115479; 5511548; 5511549; 5511578; 55115787; 55115788; 55115789; 5511579,0.1974
"Brazil, Rio de Janeiro",5521,0.0210
"Brazil, Sao Paulo",5511,0.0395
"Brunei Darussalam",673,0.0461
"Brunei Darussalam, Mobile",6732; 6736; 6738,0.0658
"Bulgaria",359,0.0579
"Bulgaria, Mobile",35948,0.0474
"Bulgaria, Mobile",35987,0.1329
"Bulgaria, Mobile",35988; 359989,0.1158
"Bulgaria, Mobile",35989,0.1487
"Bulgaria, Mobile",35998; 35999,0.0526
"Bulgaria, Mobile",359988,0.1079
"Bulgaria, Sofia",3592,0.0434
"Burkina Faso",226,0.2895
"Burkina Faso, Mobile",2267; 22670; 22672; 22676; 22678,0.2974
"Burundi",257,0.1579
"Burundi, Mobile",25729; 2576; 2577; 2578; 2579,0.2105
"Cambodia",855,0.0658
"Cambodia, Mobile",8551; 8559,0.0526
"Cameroon",237,0.1553
"Cameroon, Mobile",2375; 2376; 2378,0.1513
"Cameroon, Mobile",2377,0.1895
"Cameroon, Mobile",2379,0.2908
"Canada",1204; 1226; 1250; 1289; 1306; 1343; 1403; 1416; 1418; 1438; 1450; 1506; 1519; 1581; 1587; 1600; 1604; 1647; 1705; 1709; 1778; 1780; 1807; 1819; 1902; 1905,0.0210
"Canada",1514,0.0171
"Canada",1613,0.0132
"Canada",1867,0.1579
"Cape Verde",238,0.2763
"Cape Verde, Mobile",2389,0.3290
"Cayman Islands",1345,0.0658
"Cayman Islands, Mobile",1345229; 1345249; 134532; 1345514; 1345516; 1345517; 1345525; 1345526; 1345527; 1345529; 1345545; 1345546; 1345547; 1345548; 1345549; 1345916; 1345917; 1345919; 1345924; 1345925; 1345926; 1345927; 1345928; 1345929; 1345938; 1345939; 1345948,0.1724
"Cayman Islands, Mobile",1345235; 1345626; 1345663,0.0671
"Central African Republic",236,0.4803
"Central African Republic, Mobile",23601; 23602; 23603; 23604; 23605; 23606; 23607; 23608; 23609; 23620; 23636; 2367,0.4803
"Chad",235,0.1908
"Chad, Mobile",2352; 2353; 2357,0.1579
"Chad, Mobile, Celtel",2356,0.2895
"Chad, Mobile, Millicom",2359,0.3118
"Chile",56,0.0355
"Chile Mobile",569,0.0921
"Chile Rural/Easter Island",562196; 562197; 562198; 563019; 563119; 563210; 5632210; 5632255; 563255; 563319; 563419; 563519; 563619; 563719; 563819; 563919; 564019; 564119; 564219; 564319; 564419; 564519; 564619; 564719; 564819; 564919; 565019; 565119; 565219; 565319; 565419; 565519; 565619; 565719; 565819; 565919; 566019; 566119; 566219; 566319; 566419; 566519; 566619; 566719; 566819; 566919; 567019; 567119; 567219; 567319; 567419; 567519; 567619; 567719; 567819; 567919,0.0355
"Chile Santiago",562,0.0303
"China",86,0.0197
"China, Mobile",8613; 86153; 86159,0.0224
"Christmas Island",6189100,0.0329
"Cocos (Keeling) Islands",6189101,0.0566
"Cocos (Keeling) Islands",6722,2.5118
"Colombia",57,0.0408
"Colombia, Bogota",571,0.0566
"Colombia, Cali",572,0.0421
"Colombia, Medellin",574,0.0384
"Colombia, Mobile",573,0.0829
"Colombia, Mobile",5730; 57300; 57301; 57302; 57303; 57304; 57305; 57306; 57307; 57308; 57309; 5731; 57310; 57311; 57312; 57313; 57314; 57315; 57316; 57317; 57318; 57319; 5732; 57320; 57321; 57322; 57323; 57324; 57325; 57326; 57327; 57328; 57329; 5733; 5734; 5735; 57350; 57351; 57352; 57353; 57354; 57355; 57356; 57357; 57358; 57359; 5736; 5737; 5738; 573800; 5739; 57390; 573947,0.0947
"Comoros",269,0.3900
"Comoros, Mobile",2693,0.4868
"Conference",CONF,0.0164
"Congo",242,0.4118
"Congo, Mobile",2420; 2424; 2425; 2426,0.4303
"Congo, The Democratic Republic of the",243,0.3658
"Congo, The Democratic Republic of the, Mobile",24378,0.3303
"Congo, The Democratic Republic of the, Mobile",2438; 2439,0.3447
"Congo, The Democratic Republic of the, Mobile",24382,0.2803
"Congo, The Democratic Republic of the, Vodacom Mobile",24381,0.2803
"Cook Islands",682,0.7947
"Costa Rica",506,0.0434
"Costa Rica, Mobile",5068,0.0579
"Cote DIvoire",225,0.3408
"Cote DIvoire MOBILES COMIUM",22565; 22566; 22567,0.1632
"Cote DIvoire MOBILES MOOV",22501; 22502; 22540,0.3408
"Cote DIvoire MOBILES MOOV",22503,0.3368
"Cote DIvoire MOBILES MTN",22504; 22505; 22506; 22544; 22545; 22546,0.3408
"Cote DIvoire MOBILES ORANGE",22507; 22508; 22509; 22547; 22548; 22549,0.3211
"Cote DIvoire MOBILES ORICEL",22560; 22561,0.1671
"Cote DIvoire MOBILES OTHERS",22500; 22568,0.2566
"Cote DIvoire SPECIAL SERVICE",2252170,0.2697
"Croatia",385,0.0263
"Croatia, Mobile",3859,0.3276
"Cuba",53,1.1513
"Cuba, Guantanamo bay",5321; 539,1.1513
"Customer Service. Account balance",440,0.0000
"Customer Service. Account recharge",442,0.0000
"Customer Service. Echo test",441,0.0000
"Customer Service. Support",444,0.0000
"Customer Service. Voice mail",80,0.0000
"Cyprus",357,0.0342
"Cyprus, Mobile",357799; 3579,0.0658
"Czech Republic",420,0.0461
"Czech Republic, Mobile",42060; 42072; 42073; 42077; 42079; 42093; 42096,0.0526
"Czech Republic, Prague",4202,0.0434
"Denmark",45,0.0263
"Denmark Mobile",452; 4522; 4525; 4526; 4527; 4528; 4561,0.0632
"Denmark Mobile",4530; 4531; 4540; 4541; 4542; 4550; 4551; 4552; 4553; 4560; 4571; 4581,0.0671
"Denmark Shared Cost",4570,0.0632
"Diego Garcia",246,1.4618
"Djibouti",253,0.4500
"Djibouti, Mobile",25380,0.4500
"Dominica",1767,0.1079
"Dominica, Mobile",1767225; 1767235; 1767245; 1767265; 1767275; 1767276; 1767277; 1767285; 1767295; 1767315; 1767316; 1767317; 1767421; 1767447; 1767612; 1767613; 1767614; 1767615; 1767616; 1767617,0.2460
"Dominican Republic",1809; 1829; 1849,0.0987
"Dominican Republic  Mobile",1809201; 1809203; 1809204; 1809205; 1809206; 1809207; 1809208; 1809209; 1809210; 1809212; 1809213; 1809214; 1809215; 1809216; 1809217; 1809218; 1809219; 1809222; 1809223; 1809224; 1809225; 1809228; 1809229; 1809230; 1809231; 1809232; 1809235; 1809248; 1809249; 180925; 1809250; 1809251; 1809252; 1809253; 1809254; 1809256; 1809257; 1809258; 180926; 1809267; 1809268; 1809269; 1809270; 1809271; 1809272; 1809280; 1809281; 1809282; 1809283; 1809284; 1809292; 1809293; 1809297; 1809298; 1809299; 180930; 1809301; 1809302; 1809303; 1809304; 1809305; 1809306; 1809307; 1809308; 1809309; 1809310; 1809312; 1809313; 1809314; 1809315; 1809316; 1809317; 1809318; 1809319; 1809321; 1809322; 1809323; 1809324; 1809325; 1809326; 1809327; 1809330; 1809340; 1809341; 1809342; 1809343; 1809344; 1809345; 1809348; 180935; 1809350; 1809355; 1809360; 1809361; 1809362; 1809363; 1809364; 1809365; 1809366; 1809367; 1809368; 1809369; 1809370; 1809371; 1809373; 1809374; 1809376; 1809377; 1809383; 1809386; 1809387; 1809389; 180939; 1809395; 1809396; 1809399; 180940; 180941; 1809415; 1809416; 1809417; 1809418; 1809419; 180942; 1809420; 1809421; 1809423; 1809424; 1809428; 1809429; 180943; 1809430; 1809431; 1809432; 1809436; 1809437; 1809438; 1809439; 180944; 1809440; 1809441; 1809442; 1809443; 1809444; 1809445; 1809446; 1809447; 1809448; 1809449; 180945; 1809451; 1809452; 1809453; 1809454; 1809456; 1809457; 1809458; 1809459; 1809460; 1809461; 1809462; 1809463; 1809464; 1809465; 1809467; 1809470; 1809474; 1809475; 1809477; 1809478; 1809479; 1809480; 1809481; 1809484; 1809485; 1809486; 1809488; 180949; 1809490; 1809491; 1809492; 1809493; 1809494; 1809495; 1809496; 1809497; 1809498; 1809499; 1809501; 1809502; 1809503; 1809504; 1809505; 1809506; 1809507; 1809508; 1809509; 1809510; 1809512; 1809513; 1809514; 1809515; 1809516; 1809517; 1809519; 1809520; 1809542; 1809543; 1809545; 18095450; 18095454; 18095456; 18095459; 1809546; 1809601; 1809602; 1809603; 1809604; 1809605; 1809606; 1809607; 1809608; 1809609; 1809610; 1809613; 1809614; 1809615; 1809617; 1809618; 1809619; 1809624; 1809627; 1809628; 1809629; 180963; 1809630; 1809631; 1809632; 1809634; 1809635; 1809637; 1809639; 180964; 1809640; 1809641; 1809642; 1809643; 1809644; 1809645; 1809646; 1809647; 1809648; 1809649; 1809650; 1809651; 1809652; 1809653; 1809654; 1809655; 1809656; 1809657; 1809658; 1809659; 1809660; 1809661; 1809662; 1809663; 1809664; 1809665; 1809666; 1809667; 1809668; 1809669; 1809670; 1809671; 1809672; 1809673; 1809674; 1809675; 1809676; 1809677; 1809678; 1809693; 1809694; 1809695; 1809696; 1809697; 1809698; 1809702; 1809703; 1809704; 1809705; 1809706; 1809707; 1809708; 1809709; 1809710; 1809711; 1809712; 1809713; 1809714; 1809715; 1809716; 1809717; 1809718; 1809719; 1809720; 1809721; 1809722; 1809723; 1809727; 1809729; 1809742; 1809743; 1809744; 1809747; 1809749; 180975; 1809750; 1809751; 1809752; 1809753; 1809754; 1809756; 1809757; 1809758; 1809759; 180976; 1809760; 1809761; 1809762; 1809763; 1809764; 1809765; 1809767; 1809768; 1809769; 1809771; 1809772; 1809773; 1809774; 1809775; 1809776; 1809777; 1809778; 1809779; 1809780; 1809781; 1809782; 1809783; 1809785; 1809786; 1809787; 1809789; 1809790; 1809791; 1809796; 1809798; 1809799; 1809801; 1809802; 1809803; 1809804; 1809805; 1809806; 1809807; 1809808; 1809809; 1809810; 1809812; 1809814; 1809815; 1809816; 1809817; 1809818; 1809819; 1809820; 1809821; 1809827; 1809828; 1809829; 1809830; 1809831; 1809832; 1809834; 1809835; 1809836; 1809837; 1809838; 1809839; 1809840; 1809841; 1809842; 1809843; 1809844; 1809845; 1809846; 1809847; 1809848; 1809849; 180985; 1809850; 1809851; 1809852; 1809853; 1809854; 1809855; 1809856; 1809857; 1809858; 180986; 1809860; 1809861; 1809862; 1809863; 1809864; 1809865; 1809866; 1809867; 1809868; 1809869; 1809871; 1809873; 1809874; 1809875; 1809876; 1809877; 1809878; 1809879; 1809880; 1809881; 1809882; 1809883; 1809884; 1809885; 1809886; 1809887; 1809888; 1809889; 1809890; 1809891; 1809894; 1809897; 1809899; 1809901; 1809902; 1809903; 1809904; 1809905; 1809906; 1809907; 1809908; 1809909; 180991; 1809912; 1809913; 1809914; 1809915; 1809916; 1809917; 1809918; 1809923; 1809924; 1809928; 1809929; 1809931; 1809932; 1809935; 1809936; 1809938; 1809939; 1809940; 1809941; 1809942; 1809943; 1809944; 1809945; 1809946; 1809949; 1809952; 1809953; 1809956; 1809958; 180996; 180997; 1809972; 1809973; 1809974; 1809975; 1809977; 1809978; 1809979; 180998; 1809980; 1809981; 1809982; 1809990; 1809991; 1809992; 1809993; 1809994; 1809995; 1809996; 1809997; 1809998; 1809999; 1829201; 1829202; 1829203; 1829204; 1829205; 1829206; 1829207; 1829208; 1829209; 1829210; 1829212; 1829213; 1829214; 1829215; 1829216; 1829217; 1829218; 1829219; 1829220; 1829221; 1829222; 1829228; 1829230; 1829232; 1829233; 1829246; 1829248; 1829250; 1829252; 1829254; 1829255; 1829257; 1829258; 1829259; 182926; 1829260; 1829261; 1829262; 1829263; 1829264; 1829265; 1829266; 1829267; 1829268; 1829269; 1829270; 1829271; 1829272; 1829273; 1829274; 1829275; 1829276; 1829277; 1829278; 1829279; 182928; 1829280; 1829281; 1829282; 1829283; 1829284; 1829285; 1829286; 1829287; 1829288; 1829289; 1829290; 1829291; 1829292; 1829293; 1829294; 1829295; 1829296; 1829297; 1829298; 1829299; 1829301; 1829302; 1829303; 1829304; 1829305; 1829306; 1829307; 1829308; 1829309; 1829310; 1829312; 1829313; 1829314; 1829315; 1829316; 1829317; 1829318; 1829319; 1829320; 1829321; 1829322; 1829323; 1829324; 1829325; 1829326; 1829327; 1829328; 1829329; 1829330; 1829331; 1829332; 1829333; 1829334; 1829335; 1829336; 1829337; 1829338; 1829339; 182934; 1829340; 1829341; 1829342; 1829343; 1829344; 1829345; 1829346; 182935; 182936; 1829370; 1829371; 1829372; 1829373; 1829374; 1829375; 1829376; 1829377; 1829379; 182938; 1829380; 1829390; 1829391; 1829392; 1829393; 1829394; 1829395; 1829396; 1829397; 1829398; 1829399; 1829401; 1829402; 1829403; 1829404; 1829405; 1829406; 1829407; 1829408; 1829409; 1829410; 1829412; 1829413; 1829414; 1829415; 1829416; 1829417; 1829418; 1829419; 182942; 1829430; 1829431; 1829432; 1829436; 1829437; 1829438; 1829439; 1829440; 1829441; 1829442; 1829443; 1829444; 1829445; 1829446; 1829447; 1829448; 1829449; 1829450; 1829451; 1829452; 1829453; 1829454; 1829455; 1829456; 1829457; 1829458; 1829459; 182946; 1829470; 1829471; 1829472; 1829474; 1829475; 1829477; 1829478; 1829479; 1829491; 1829492; 1829493; 1829494; 1829495; 1829496; 1829497; 1829498; 1829499; 1829502; 1829504; 1829505; 1829506; 1829508; 1829509; 1829510; 1829512; 1829513; 1829514; 1829515; 1829517; 1829518; 1829519; 182952; 1829531; 1829532; 1829533; 1829534; 1829536; 1829537; 1829539; 1829540; 1829542; 1829543; 1829545; 1829546; 1829548; 1829549; 1829550; 1829551; 1829552; 1829553; 1829554; 1829556; 1829557; 1829558; 1829559; 1829560; 1829561; 1829562; 1829563; 1829566; 1829568; 1829569; 1829570; 1829571; 1829572; 1829573; 1829577; 1829580; 1829585; 1829586; 1829601; 1829602; 1829603; 1829604; 1829605; 1829606; 1829607; 1829608; 1829609; 1829610; 1829613; 1829616; 1829618; 1829630; 1829633; 1829640; 1829643; 1829644; 1829646; 1829650; 1829653; 1829654; 1829655; 1829657; 1829660; 1829661; 1829662; 1829663; 1829664; 1829665; 1829666; 1829667; 1829668; 1829669; 1829670; 1829671; 1829672; 1829673; 1829674; 1829675; 1829676; 1829677; 1829678; 1829686; 1829694; 1829696; 1829697; 1829698; 1829699; 1829701; 1829702; 1829703; 1829704; 1829705; 1829706; 1829707; 1829709; 1829710; 1829712; 1829713; 1829714; 1829715; 1829716; 1829717; 1829718; 1829719; 1829720; 1829721; 1829722; 1829723; 1829724; 1829725; 1829726; 1829727; 1829728; 1829729; 182973; 1829740; 1829742; 1829743; 1829744; 1829747; 1829749; 1829750; 1829751; 1829752; 1829753; 1829754; 1829755; 1829756; 1829757; 1829758; 1829759; 1829760; 1829761; 1829762; 1829763; 1829764; 1829765; 1829766; 1829767; 1829768; 1829769; 1829770; 1829771; 1829772; 1829773; 1829774; 1829775; 1829776; 1829777; 1829778; 1829779; 1829780; 1829781; 1829782; 1829783; 1829784; 1829785; 1829786; 1829787; 1829788; 1829789; 1829790; 1829791; 1829792; 1829793; 1829794; 1829795; 1829796; 1829797; 1829798; 1829799; 1829801; 1829802; 1829803; 1829804; 1829805; 1829806; 1829807; 1829808; 1829810; 1829812; 1829814; 1829815; 1829816; 1829817; 1829818; 1829819; 1829820; 1829821; 1829826; 1829827; 1829828; 1829830; 1829831; 1829832; 1829833; 1829834; 1829835; 1829836; 1829837; 1829838; 1829839; 1829840; 1829841; 1829842; 1829843; 1829844; 1829845; 1829846; 1829847; 1829848; 1829849; 1829850; 1829851; 1829852; 1829853; 1829854; 1829855; 1829856; 1829857; 1829858; 1829859; 1829860; 1829861; 1829862; 1829863; 1829864; 1829865; 1829866; 1829867; 1829868; 1829869; 1829870; 1829871; 1829873; 1829875; 1829876; 1829877; 1829878; 1829879; 182988; 1829880; 1829881; 1829882; 1829883; 1829884; 1829885; 1829886; 1829887; 1829889; 1829890; 1829891; 1829892; 1829893; 1829894; 1829898; 1829899; 1829901; 1829902; 1829903; 1829904; 1829905; 1829906; 1829907; 1829908; 1829909; 182991; 1829920; 1829921; 1829922; 1829923; 1829924; 1829925; 1829926; 1829929; 1829930; 1829931; 1829933; 1829935; 1829939; 1829940; 1829950; 1829951; 1829952; 1829953; 1829954; 1829955; 1829956; 1829957; 1829958; 1829959; 182996; 1829961; 1829962; 1829963; 1829964; 1829965; 1829966; 1829967; 1829968; 1829969; 1829970; 1829972; 1829973; 1829974; 1829975; 1829977; 1829978; 1829979; 1829980; 1829981; 1829982; 1829983; 1829984; 1829985; 1829986; 1829990; 1829991; 1829993; 1829994; 1829999,0.0987
"East-Timor",670,0.8697
"Ecuador",593,0.1645
"Ecuador, Guayaquil",5934,0.1211
"Ecuador, Mobile",5938; 59380; 59381; 59382; 59383; 59385; 59386; 59387; 59388; 59389; 5939,0.2500
"Ecuador, Mobile",59384; 593840; 593841; 593842; 593843; 593844,0.2303
"Ecuador, Quito",5932,0.1211
"Egypt",20,0.1079
"Egypt, Mobile",2010; 2012,0.1290
"Egypt, Mobile",2011; 2014,0.1079
